Size, Type, Time
100, "Sequential", 0.000033
100, "Parallel", 0.076089
100, "Built-in", 0.000033
100, "Sequential", 0.000033
100, "Parallel", 0.072800
100, "Built-in", 0.000032
100, "Sequential", 0.000034
100, "Parallel", 0.045313
100, "Built-in", 0.000032
100, "Sequential", 0.000034
100, "Parallel", 0.080370
100, "Built-in", 0.000032
100, "Sequential", 0.000034
100, "Parallel", 0.047783
100, "Built-in", 0.000033
1000, "Sequential", 0.000421
1000, "Parallel", 0.269259
1000, "Built-in", 0.000425
1000, "Sequential", 0.000425
1000, "Parallel", 0.190128
1000, "Built-in", 0.000419
1000, "Sequential", 0.000426
1000, "Parallel", 0.183848
1000, "Built-in", 0.000417
1000, "Sequential", 0.000426
1000, "Parallel", 0.143291
1000, "Built-in", 0.000424
1000, "Sequential", 0.000487
1000, "Parallel", 0.153756
1000, "Built-in", 0.000422
10000, "Sequential", 0.005759
10000, "Parallel", 0.270918
10000, "Built-in", 0.005833
10000, "Sequential", 0.006007
10000, "Parallel", 0.266336
10000, "Built-in", 0.005243
10000, "Sequential", 0.005306
10000, "Parallel", 0.288931
10000, "Built-in", 0.005590
10000, "Sequential", 0.005510
10000, "Parallel", 0.307704
10000, "Built-in", 0.004727
10000, "Sequential", 0.005147
10000, "Parallel", 0.273015
10000, "Built-in", 0.004691
100000, "Sequential", 0.059219
100000, "Parallel", 0.335619
100000, "Built-in", 0.054193
100000, "Sequential", 0.054853
100000, "Parallel", 0.327992
100000, "Built-in", 0.055550
100000, "Sequential", 0.056172
100000, "Parallel", 0.304907
100000, "Built-in", 0.054596
100000, "Sequential", 0.058054
100000, "Parallel", 0.326130
100000, "Built-in", 0.055614
100000, "Sequential", 0.061662
100000, "Parallel", 0.330556
100000, "Built-in", 0.034854
1000000, "Sequential", 0.463780
1000000, "Parallel", 0.430837
1000000, "Built-in", 0.740818
1000000, "Sequential", 0.725637
1000000, "Parallel", 0.445376
1000000, "Built-in", 0.515104
1000000, "Sequential", 0.360682
1000000, "Parallel", 0.354565
1000000, "Built-in", 0.309533
1000000, "Sequential", 0.343442
1000000, "Parallel", 0.413373
1000000, "Built-in", 0.387320
1000000, "Sequential", 0.366760
1000000, "Parallel", 0.436782
1000000, "Built-in", 0.408354
