Size, Type, Time
100, "Sequential", 0.000024
100, "Parallel", 0.051047
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.021537
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.019883
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.024245
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.017036
100, "Built-in", 0.000009
1000, "Sequential", 0.000130
1000, "Parallel", 0.072189
1000, "Built-in", 0.000117
1000, "Sequential", 0.000118
1000, "Parallel", 0.055759
1000, "Built-in", 0.000117
1000, "Sequential", 0.000118
1000, "Parallel", 0.053796
1000, "Built-in", 0.000119
1000, "Sequential", 0.000117
1000, "Parallel", 0.068846
1000, "Built-in", 0.000110
1000, "Sequential", 0.000114
1000, "Parallel", 0.032071
1000, "Built-in", 0.000116
10000, "Sequential", 0.001515
10000, "Parallel", 0.082607
10000, "Built-in", 0.001398
10000, "Sequential", 0.001476
10000, "Parallel", 0.130922
10000, "Built-in", 0.001413
10000, "Sequential", 0.001472
10000, "Parallel", 0.097768
10000, "Built-in", 0.001366
10000, "Sequential", 0.001472
10000, "Parallel", 0.081288
10000, "Built-in", 0.001432
10000, "Sequential", 0.001502
10000, "Parallel", 0.064774
10000, "Built-in", 0.001564
100000, "Sequential", 0.019670
100000, "Parallel", 0.097305
100000, "Built-in", 0.017311
100000, "Sequential", 0.018530
100000, "Parallel", 0.095421
100000, "Built-in", 0.017510
100000, "Sequential", 0.018451
100000, "Parallel", 0.091690
100000, "Built-in", 0.017454
100000, "Sequential", 0.018443
100000, "Parallel", 0.090559
100000, "Built-in", 0.017537
100000, "Sequential", 0.018523
100000, "Parallel", 0.081550
100000, "Built-in", 0.017644
200000, "Sequential", 0.038850
200000, "Parallel", 0.169739
200000, "Built-in", 0.037104
200000, "Sequential", 0.039412
200000, "Parallel", 0.101315
200000, "Built-in", 0.037266
200000, "Sequential", 0.038594
200000, "Parallel", 0.098906
200000, "Built-in", 0.037323
200000, "Sequential", 0.038068
200000, "Parallel", 0.108729
200000, "Built-in", 0.037396
200000, "Sequential", 0.037945
200000, "Parallel", 0.096915
200000, "Built-in", 0.037662
400000, "Sequential", 0.080639
400000, "Parallel", 0.120754
400000, "Built-in", 0.078740
400000, "Sequential", 0.080591
400000, "Parallel", 0.174201
400000, "Built-in", 0.079598
400000, "Sequential", 0.080325
400000, "Parallel", 0.115567
400000, "Built-in", 0.078472
400000, "Sequential", 0.080808
400000, "Parallel", 0.113719
400000, "Built-in", 0.078743
400000, "Sequential", 0.082124
400000, "Parallel", 0.140620
400000, "Built-in", 0.078409
600000, "Sequential", 0.126343
600000, "Parallel", 0.147700
600000, "Built-in", 0.121201
600000, "Sequential", 0.125729
600000, "Parallel", 0.148916
600000, "Built-in", 0.121383
600000, "Sequential", 0.123480
600000, "Parallel", 0.138776
600000, "Built-in", 0.121933
600000, "Sequential", 0.124213
600000, "Parallel", 0.154957
600000, "Built-in", 0.120418
600000, "Sequential", 0.123823
600000, "Parallel", 0.174193
600000, "Built-in", 0.122006
800000, "Sequential", 0.170946
800000, "Parallel", 0.194401
800000, "Built-in", 0.164626
800000, "Sequential", 0.170123
800000, "Parallel", 0.182198
800000, "Built-in", 0.164169
800000, "Sequential", 0.170060
800000, "Parallel", 0.183339
800000, "Built-in", 0.163930
800000, "Sequential", 0.170637
800000, "Parallel", 0.240490
800000, "Built-in", 0.165970
800000, "Sequential", 0.170485
800000, "Parallel", 0.202166
800000, "Built-in", 0.163614
1000000, "Sequential", 0.213635
1000000, "Parallel", 0.212774
1000000, "Built-in", 0.222548
1000000, "Sequential", 0.213250
1000000, "Parallel", 0.215759
1000000, "Built-in", 0.207817
1000000, "Sequential", 0.217293
1000000, "Parallel", 0.243977
1000000, "Built-in", 0.209081
1000000, "Sequential", 0.217119
1000000, "Parallel", 0.237551
1000000, "Built-in", 0.209576
1000000, "Sequential", 0.212756
1000000, "Parallel", 0.230286
1000000, "Built-in", 0.207401
