Size, Type, Time
100, "Sequential", 0.000009
100, "Parallel", 0.030606
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.015421
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.016280
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.018639
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.017332
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.016457
100, "Built-in", 0.000010
100, "Sequential", 0.000009
100, "Parallel", 0.016562
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.014283
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.010657
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.015210
100, "Built-in", 0.000009
100, "Sequential", 0.000010
100, "Parallel", 0.013715
100, "Built-in", 0.000009
100, "Sequential", 0.000020
100, "Parallel", 0.015887
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.012828
100, "Built-in", 0.000010
100, "Sequential", 0.000009
100, "Parallel", 0.012911
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.016505
100, "Built-in", 0.000010
100, "Sequential", 0.000010
100, "Parallel", 0.016456
100, "Built-in", 0.000010
100, "Sequential", 0.000010
100, "Parallel", 0.012686
100, "Built-in", 0.000010
100, "Sequential", 0.000010
100, "Parallel", 0.014914
100, "Built-in", 0.000010
100, "Sequential", 0.000009
100, "Parallel", 0.007689
100, "Built-in", 0.000018
100, "Sequential", 0.000009
100, "Parallel", 0.009995
100, "Built-in", 0.000009
1000, "Sequential", 0.000112
1000, "Parallel", 0.054060
1000, "Built-in", 0.000114
1000, "Sequential", 0.000112
1000, "Parallel", 0.057777
1000, "Built-in", 0.000119
1000, "Sequential", 0.000116
1000, "Parallel", 0.039768
1000, "Built-in", 0.000114
1000, "Sequential", 0.000118
1000, "Parallel", 0.040550
1000, "Built-in", 0.000145
1000, "Sequential", 0.000116
1000, "Parallel", 0.044633
1000, "Built-in", 0.000120
1000, "Sequential", 0.000143
1000, "Parallel", 0.046951
1000, "Built-in", 0.000132
1000, "Sequential", 0.000118
1000, "Parallel", 0.037176
1000, "Built-in", 0.000119
1000, "Sequential", 0.000163
1000, "Parallel", 0.038159
1000, "Built-in", 0.000109
1000, "Sequential", 0.000116
1000, "Parallel", 0.042154
1000, "Built-in", 0.000110
1000, "Sequential", 0.000131
1000, "Parallel", 0.046516
1000, "Built-in", 0.000118
1000, "Sequential", 0.000115
1000, "Parallel", 0.044325
1000, "Built-in", 0.000117
1000, "Sequential", 0.000129
1000, "Parallel", 0.038075
1000, "Built-in", 0.000111
1000, "Sequential", 0.000115
1000, "Parallel", 0.043903
1000, "Built-in", 0.000115
1000, "Sequential", 0.000116
1000, "Parallel", 0.031910
1000, "Built-in", 0.000113
1000, "Sequential", 0.000117
1000, "Parallel", 0.034916
1000, "Built-in", 0.000114
1000, "Sequential", 0.000116
1000, "Parallel", 0.038016
1000, "Built-in", 0.000153
1000, "Sequential", 0.000117
1000, "Parallel", 0.039528
1000, "Built-in", 0.000117
1000, "Sequential", 0.000115
1000, "Parallel", 0.041401
1000, "Built-in", 0.000113
1000, "Sequential", 0.000115
1000, "Parallel", 0.033451
1000, "Built-in", 0.000123
1000, "Sequential", 0.000115
1000, "Parallel", 0.046746
1000, "Built-in", 0.000119
10000, "Sequential", 0.001712
10000, "Parallel", 0.088052
10000, "Built-in", 0.001388
10000, "Sequential", 0.001517
10000, "Parallel", 0.103517
10000, "Built-in", 0.001401
10000, "Sequential", 0.001518
10000, "Parallel", 0.069133
10000, "Built-in", 0.001379
10000, "Sequential", 0.001562
10000, "Parallel", 0.078930
10000, "Built-in", 0.001384
10000, "Sequential", 0.001521
