Size, Type, Time
8000, "Built-in", 0.000998
10000, "Sequential", 0.001078
10000, "Parallel", 0.046643
10000, "Built-in", 0.001260
10000, "Sequential", 0.001094
10000, "Parallel", 0.026031
10000, "Built-in", 0.001257
6000, "Sequential", 0.000734
6000, "Parallel", 0.018236
6000, "Built-in", 0.000732
7000, "Sequential", 0.000727
7000, "Parallel", 0.020452
7000, "Built-in", 0.001033
4000, "Sequential", 0.000394
4000, "Parallel", 0.017920
4000, "Built-in", 0.000469
9000, "Sequential", 0.000960
9000, "Parallel", 0.013273
9000, "Built-in", 0.001129
3000, "Sequential", 0.000284
3000, "Parallel", 0.019180
3000, "Built-in", 0.000348
2000, "Sequential", 0.000186
2000, "Parallel", 0.016041
2000, "Built-in", 0.000220
9000, "Sequential", 0.000954
9000, "Parallel", 0.015827
9000, "Built-in", 0.001133
5000, "Sequential", 0.000515
5000, "Parallel", 0.014103
5000, "Built-in", 0.000594
1000, "Sequential", 0.000087
1000, "Parallel", 0.015311
1000, "Built-in", 0.000115
2000, "Sequential", 0.000383
2000, "Parallel", 0.025389
2000, "Built-in", 0.000221
5000, "Sequential", 0.000508
5000, "Parallel", 0.012760
5000, "Built-in", 0.000587
7000, "Sequential", 0.000730
7000, "Parallel", 0.020386
7000, "Built-in", 0.000874
8000, "Sequential", 0.000837
8000, "Parallel", 0.027697
8000, "Built-in", 0.000989
2000, "Sequential", 0.000187
2000, "Parallel", 0.023410
2000, "Built-in", 0.000219
7000, "Sequential", 0.000731
7000, "Parallel", 0.017744
7000, "Built-in", 0.000859
1000, "Sequential", 0.000087
1000, "Parallel", 0.014335
1000, "Built-in", 0.000108
6000, "Sequential", 0.000609
6000, "Parallel", 0.021748
6000, "Built-in", 0.000755
8000, "Sequential", 0.001028
8000, "Parallel", 0.024148
8000, "Built-in", 0.000985
8000, "Sequential", 0.000854
8000, "Parallel", 0.026211
8000, "Built-in", 0.000989
4000, "Sequential", 0.000395
4000, "Parallel", 0.018494
4000, "Built-in", 0.000468
7000, "Sequential", 0.000731
7000, "Parallel", 0.016566
7000, "Built-in", 0.000864
6000, "Sequential", 0.000609
6000, "Parallel", 0.018932
6000, "Built-in", 0.000750
7000, "Sequential", 0.000749
7000, "Parallel", 0.019898
7000, "Built-in", 0.000879
2000, "Sequential", 0.000186
2000, "Parallel", 0.020135
2000, "Built-in", 0.000227
7000, "Sequential", 0.000746
7000, "Parallel", 0.020490
7000, "Built-in", 0.000879
2000, "Sequential", 0.000188
2000, "Parallel", 0.021082
2000, "Built-in", 0.000224
2000, "Sequential", 0.000188
2000, "Parallel", 0.017832
2000, "Built-in", 0.000224
2000, "Sequential", 0.000187
2000, "Parallel", 0.013408
2000, "Built-in", 0.000227
5000, "Sequential", 0.000515
5000, "Parallel", 0.019650
5000, "Built-in", 0.000599
1000, "Sequential", 0.000086
1000, "Parallel", 0.011511
1000, "Built-in", 0.000109
8000, "Sequential", 0.000859
8000, "Parallel", 0.023310
8000, "Built-in", 0.001077
7000, "Sequential", 0.000759
7000, "Parallel", 0.018293
7000, "Built-in", 0.000874
10000, "Sequential", 0.001470
10000, "Parallel", 0.022761
10000, "Built-in", 0.001265
5000, "Sequential", 0.000858
5000, "Parallel", 0.012420
5000, "Built-in", 0.000599
10000, "Sequential", 0.001068
10000, "Parallel", 0.031963
10000, "Built-in", 0.001256
4000, "Sequential", 0.000396
4000, "Parallel", 0.017028
4000, "Built-in", 0.000474
10000, "Sequential", 0.001072
10000, "Parallel", 0.029753
10000, "Built-in", 0.001277
1000, "Sequential", 0.000100
1000, "Parallel", 0.019775
1000, "Built-in", 0.000110
8000, "Sequential", 0.001352
8000, "Parallel", 0.027267
8000, "Built-in", 0.001002
3000, "Sequential", 0.000586
3000, "Parallel", 0.016962
3000, "Built-in", 0.000346
5000, "Sequential", 0.000514
5000, "Parallel", 0.019613
5000, "Built-in", 0.000597
7000, "Sequential", 0.000714
7000, "Parallel", 0.018836
7000, "Built-in", 0.000872
4000, "Sequential", 0.000394
4000, "Parallel", 0.019308
4000, "Built-in", 0.000470
9000, "Sequential", 0.001675
9000, "Parallel", 0.026295
9000, "Built-in", 0.001143
10000, "Sequential", 0.001075
10000, "Parallel", 0.038318
10000, "Built-in", 0.001289
9000, "Sequential", 0.000982
9000, "Parallel", 0.020979
9000, "Built-in", 0.001331
7000, "Sequential", 0.000888
7000, "Parallel", 0.027240
7000, "Built-in", 0.000884
5000, "Sequential", 0.000520
5000, "Parallel", 0.033173
5000, "Built-in", 0.000590
10000, "Sequential", 0.001077
10000, "Parallel", 0.024753
10000, "Built-in", 0.001271
1000, "Sequential", 0.000087
1000, "Parallel", 0.013872
1000, "Built-in", 0.000112
5000, "Sequential", 0.000519
5000, "Parallel", 0.021470
5000, "Built-in", 0.000597
5000, "Sequential", 0.000513
5000, "Parallel", 0.031488
5000, "Built-in", 0.000599
3000, "Sequential", 0.000292
3000, "Parallel", 0.125129
3000, "Built-in", 0.000375
10000, "Sequential", 0.001073
10000, "Parallel", 0.046948
10000, "Built-in", 0.001264
4000, "Sequential", 0.000651
4000, "Parallel", 0.016480
4000, "Built-in", 0.000474
5000, "Sequential", 0.000509
5000, "Parallel", 0.020261
5000, "Built-in", 0.000597
2000, "Sequential", 0.000186
2000, "Parallel", 0.015433
2000, "Built-in", 0.000226
4000, "Sequential", 0.000394
4000, "Parallel", 0.014984
4000, "Built-in", 0.000465
10000, "Sequential", 0.001074
10000, "Parallel", 0.030487
10000, "Built-in", 0.001260
9000, "Sequential", 0.000949
9000, "Parallel", 0.022101
9000, "Built-in", 0.001139
4000, "Sequential", 0.000396
4000, "Parallel", 0.014755
4000, "Built-in", 0.000474
10000, "Sequential", 0.001098
10000, "Parallel", 0.026219
10000, "Built-in", 0.001286
7000, "Sequential", 0.001338
7000, "Parallel", 0.018717
7000, "Built-in", 0.000892
1000, "Sequential", 0.000099
1000, "Parallel", 0.018060
1000, "Built-in", 0.000112
1000, "Sequential", 0.000087
1000, "Parallel", 0.015495
1000, "Built-in", 0.000111
4000, "Sequential", 0.000395
4000, "Parallel", 0.015793
4000, "Built-in", 0.000468
9000, "Sequential", 0.000942
9000, "Parallel", 0.030523
9000, "Built-in", 0.001169
1000, "Sequential", 0.000297
1000, "Parallel", 0.015321
1000, "Built-in", 0.000117
3000, "Sequential", 0.000296
3000, "Parallel", 0.028369
3000, "Built-in", 0.000342
3000, "Sequential", 0.000294
3000, "Parallel", 0.022370
3000, "Built-in", 0.000350
8000, "Sequential", 0.000842
8000, "Parallel", 0.034692
8000, "Built-in", 0.000991
8000, "Sequential", 0.000834
8000, "Parallel", 0.021800
8000, "Built-in", 0.001027
3000, "Sequential", 0.000303
3000, "Parallel", 0.020986
3000, "Built-in", 0.000347
6000, "Sequential", 0.000800
6000, "Parallel", 0.023683
6000, "Built-in", 0.000739
4000, "Sequential", 0.000390
4000, "Parallel", 0.023518
4000, "Built-in", 0.000462
7000, "Sequential", 0.000725
7000, "Parallel", 0.025818
7000, "Built-in", 0.001090
3000, "Sequential", 0.000290
3000, "Parallel", 0.017735
3000, "Built-in", 0.000342
1000, "Sequential", 0.000088
1000, "Parallel", 0.011430
1000, "Built-in", 0.000111
1000, "Sequential", 0.000086
1000, "Parallel", 0.010362
1000, "Built-in", 0.000110
8000, "Sequential", 0.000839
8000, "Parallel", 0.019521
8000, "Built-in", 0.000989
2000, "Sequential", 0.000184
2000, "Parallel", 0.015336
2000, "Built-in", 0.000227
5000, "Sequential", 0.000500
5000, "Parallel", 0.022939
5000, "Built-in", 0.000600
10000, "Sequential", 0.001074
10000, "Parallel", 0.036632
10000, "Built-in", 0.001264
5000, "Sequential", 0.000502
5000, "Parallel", 0.020086
5000, "Built-in", 0.000607
10000, "Sequential", 0.001408
10000, "Parallel", 0.020247
10000, "Built-in", 0.001264
7000, "Sequential", 0.000725
7000, "Parallel", 0.024679
7000, "Built-in", 0.000999
9000, "Sequential", 0.001717
9000, "Parallel", 0.025027
9000, "Built-in", 0.001143
4000, "Sequential", 0.000392
4000, "Parallel", 0.025084
4000, "Built-in", 0.000471
4000, "Sequential", 0.000392
4000, "Parallel", 0.020741
4000, "Built-in", 0.000471
1000, "Sequential", 0.000088
1000, "Parallel", 0.013377
1000, "Built-in", 0.000111
8000, "Sequential", 0.000837
8000, "Parallel", 0.017031
8000, "Built-in", 0.001012
10000, "Sequential", 0.001450
10000, "Parallel", 0.026406
10000, "Built-in", 0.001261
10000, "Sequential", 0.001580
10000, "Parallel", 0.024008
10000, "Built-in", 0.001274
6000, "Sequential", 0.000618
6000, "Parallel", 0.022951
6000, "Built-in", 0.000735
8000, "Sequential", 0.000837
8000, "Parallel", 0.017310
8000, "Built-in", 0.000997
4000, "Sequential", 0.000392
4000, "Parallel", 0.021038
4000, "Built-in", 0.000467
10000, "Sequential", 0.001078
10000, "Parallel", 0.026037
10000, "Built-in", 0.001281
9000, "Sequential", 0.000950
9000, "Parallel", 0.017876
9000, "Built-in", 0.001136
4000, "Sequential", 0.000390
4000, "Parallel", 0.024010
4000, "Built-in", 0.000476
6000, "Sequential", 0.000614
6000, "Parallel", 0.035042
6000, "Built-in", 0.000738
5000, "Sequential", 0.000498
5000, "Parallel", 0.019116
5000, "Built-in", 0.000606
2000, "Sequential", 0.000185
2000, "Parallel", 0.016564
2000, "Built-in", 0.000224
6000, "Sequential", 0.000615
6000, "Parallel", 0.025319
6000, "Built-in", 0.000744
4000, "Sequential", 0.000393
4000, "Parallel", 0.022253
4000, "Built-in", 0.000471
10000, "Sequential", 0.001086
10000, "Parallel", 0.035637
10000, "Built-in", 0.001268
9000, "Sequential", 0.000957
9000, "Parallel", 0.019725
9000, "Built-in", 0.001133
8000, "Sequential", 0.000834
8000, "Parallel", 0.016181
8000, "Built-in", 0.001000
3000, "Sequential", 0.000288
3000, "Parallel", 0.027191
3000, "Built-in", 0.000343
3000, "Sequential", 0.000288
3000, "Parallel", 0.019587
3000, "Built-in", 0.000344
5000, "Sequential", 0.000501
5000, "Parallel", 0.022106
5000, "Built-in", 0.000599
4000, "Sequential", 0.000396
4000, "Parallel", 0.019910
4000, "Built-in", 0.000471
8000, "Sequential", 0.001352
8000, "Parallel", 0.036145
8000, "Built-in", 0.000997
9000, "Sequential", 0.000940
9000, "Parallel", 0.017709
9000, "Built-in", 0.001188
3000, "Sequential", 0.000299
3000, "Parallel", 0.021046
3000, "Built-in", 0.000344
4000, "Sequential", 0.000392
4000, "Parallel", 0.024095
4000, "Built-in", 0.000471
2000, "Sequential", 0.000180
2000, "Parallel", 0.020057
2000, "Built-in", 0.000223
2000, "Sequential", 0.000181
2000, "Parallel", 0.016025
2000, "Built-in", 0.000222
10000, "Sequential", 0.001068
10000, "Parallel", 0.027687
10000, "Built-in", 0.001260
10000, "Sequential", 0.001065
10000, "Parallel", 0.025123
10000, "Built-in", 0.001268
2000, "Sequential", 0.000182
2000, "Parallel", 0.011606
2000, "Built-in", 0.000220
7000, "Sequential", 0.000738
7000, "Parallel", 0.026323
7000, "Built-in", 0.000881
7000, "Sequential", 0.000727
7000, "Parallel", 0.023127
7000, "Built-in", 0.001027
2000, "Sequential", 0.000194
2000, "Parallel", 0.017378
2000, "Built-in", 0.000220
9000, "Sequential", 0.000944
9000, "Parallel", 0.028569
9000, "Built-in", 0.001132
8000, "Sequential", 0.001150
8000, "Parallel", 0.024577
8000, "Built-in", 0.001018
7000, "Sequential", 0.000716
7000, "Parallel", 0.024415
7000, "Built-in", 0.000871
5000, "Sequential", 0.000497
5000, "Parallel", 0.026712
5000, "Built-in", 0.000592
2000, "Sequential", 0.000181
2000, "Parallel", 0.011669
2000, "Built-in", 0.000225
4000, "Sequential", 0.000396
4000, "Parallel", 0.021696
4000, "Built-in", 0.000464
8000, "Sequential", 0.001189
8000, "Parallel", 0.023867
8000, "Built-in", 0.001034
5000, "Sequential", 0.000996
5000, "Parallel", 0.020361
5000, "Built-in", 0.000596
3000, "Sequential", 0.000286
3000, "Parallel", 0.018377
3000, "Built-in", 0.000352
6000, "Sequential", 0.000661
6000, "Parallel", 0.036198
6000, "Built-in", 0.000740
6000, "Sequential", 0.000614
6000, "Parallel", 0.031002
6000, "Built-in", 0.000732
9000, "Sequential", 0.001528
9000, "Parallel", 0.021629
9000, "Built-in", 0.001127
6000, "Sequential", 0.000616
6000, "Parallel", 0.064749
6000, "Built-in", 0.000736
1000, "Sequential", 0.000085
1000, "Parallel", 0.013153
1000, "Built-in", 0.000115
6000, "Sequential", 0.000614
6000, "Parallel", 0.066437
6000, "Built-in", 0.000733
3000, "Sequential", 0.000287
3000, "Parallel", 0.021738
3000, "Built-in", 0.000354
7000, "Sequential", 0.000714
7000, "Parallel", 0.023900
7000, "Built-in", 0.000887
5000, "Sequential", 0.000499
5000, "Parallel", 0.025522
5000, "Built-in", 0.000609
8000, "Sequential", 0.000840
8000, "Parallel", 0.037355
8000, "Built-in", 0.001000
1000, "Sequential", 0.000089
1000, "Parallel", 0.014520
1000, "Built-in", 0.000110
7000, "Sequential", 0.000728
7000, "Parallel", 0.035349
7000, "Built-in", 0.000869
4000, "Sequential", 0.000391
4000, "Parallel", 0.018921
4000, "Built-in", 0.000474
1000, "Sequential", 0.000088
1000, "Parallel", 0.013676
1000, "Built-in", 0.000112
3000, "Sequential", 0.000286
3000, "Parallel", 0.022035
3000, "Built-in", 0.000348
6000, "Sequential", 0.000599
6000, "Parallel", 0.022717
6000, "Built-in", 0.000746
2000, "Sequential", 0.000186
2000, "Parallel", 0.016869
2000, "Built-in", 0.000224
5000, "Sequential", 0.000541
5000, "Parallel", 0.020660
5000, "Built-in", 0.000604
3000, "Sequential", 0.000288
3000, "Parallel", 0.019329
3000, "Built-in", 0.000347
1000, "Sequential", 0.000088
1000, "Parallel", 0.012031
1000, "Built-in", 0.000108
2000, "Sequential", 0.000187
2000, "Parallel", 0.016483
2000, "Built-in", 0.000227
3000, "Sequential", 0.000286
3000, "Parallel", 0.027312
3000, "Built-in", 0.000338
